"Time","Temperature -TS00 Monitor: Temperature -TS00 Monitor (K)","Temperature -TS01 Monitor: Temperature -TS01 Monitor (K)","Temperature -TS02 Monitor: Temperature -TS02 Monitor (K)","Temperature -TS03 Monitor: Temperature -TS03 Monitor (K)","Temperature -TS04 Monitor: Temperature -TS04 Monitor (K)","Temperature -TS05 Monitor: Temperature -TS05 Monitor (K)"
0.0038129500000036775,529.6575856840003,632.4802599285554,697.1344842211466,790.7321654632622,930.2383711293245,2350.416010663793
0.0038140000000036803,529.463482856991,632.6587939926171,697.2029716475264,790.7094156003265,930.2604658151859,2350.5452780726155
0.003815050000003683,529.2781380582769,632.8372775163074,697.2315276965345,790.6693631999667,930.3145800580041,2350.6770136139708
0.003816100000003686,529.0898957343154,632.9843192241027,697.235774196532,790.6726547948061,930.3869415710453,2350.8066686746524
0.003817150000003689,528.8956691603264,633.1389069682837,697.2002544725134,790.6915278779434,930.4539031748421,2350.92940292846
0.003818200000003692,528.6896730655081,633.2984282874212,697.1420955823456,790.7202508526353,930.5214868206712,2351.0396791369776
0.0038192500000036947,528.4688956534578,633.4650791012764,697.0865465891173,790.7567848198903,930.5922608243411,2351.132264131228
0.0038203000000036976,528.2360248881896,633.6477289066996,697.0893471705375,790.8107251240345,930.6773630530917,2351.203968074057
0.0038213500000037004,528.0019568133248,633.8526616942678,697.2024140410288,790.8851993603063,930.7962944407731,2351.253204335224
0.0038224000000037033,527.7731205021242,634.0460147773596,697.3000562537769,790.9410868930499,930.962318324341,2351.2798632475374
0.003823450000003706,527.5492637443798,634.2224264685616,697.3871055240742,790.991089502549,931.1463486255661,2351.2847291841977
0.003824500000003709,527.330948787161,634.3753707061802,697.4644001860695,791.0414174170174,931.3156144339682,2351.26915046974
0.003825550000003712,527.1170605043912,634.4606010670349,697.424056240546,791.0165146299362,931.4806724124346,2351.2342935335187
0.003826600000003715,526.894715515315,634.4956510300158,697.3025943463253,790.9457366879844,931.6455229711506,2351.1810791928224
0.003827700000003718,526.653391515128,634.5331741031741,697.2130052174208,790.8928136893827,931.8135694087061,2351.1075772319073
0.0038287500000037207,526.4211983513503,634.5731355534001,697.1500386022803,790.8388934294127,931.9893450068399,2351.0248409266387
0.0038298000000037235,526.1868896267706,634.6147406728684,697.0910248874582,790.7729692844694,932.1801274143662,2350.935692223028
0.0038308500000037264,525.9481547539278,634.6169262218572,697.0317635357013,790.7641713330704,932.2904615452247,2350.8496204804146
0.0038319000000037293,525.7074246623235,634.6156350773883,696.969084047427,790.7513023371845,932.3922735223007,2350.761896102321
0.003832950000003732,525.4653222964444,634.6054063359876,696.8884604863687,790.7433086095241,932.4808816514541,2350.67547348231
0.003834000000003735,525.2251265297733,634.5786509469951,696.789665155457,790.7498185578064,932.5651213289652,2350.5923773459567
0.003835050000003738,524.9892588485412,634.5425074365014,696.6879137963857,790.7732628270049,932.6517359601844,2350.5140670830965
0.0038361000000037408,524.7613575685257,634.6188599933624,696.5924959521489,790.83831394751,932.733802079815,2350.4431287133884
0.0038371500000037436,524.5407686147374,634.6948106125553,696.5101483653536,790.929043872535,932.8167977431585,2350.38390509341
0.0038382000000037465,524.3226555424563,634.779880662962,696.4512817413012,791.031174653443,932.8904692649978,2350.340410221046
0.0038392500000037494,524.1054061676365,634.8695554251865,696.4170687700936,791.1338894908354,932.9325861077131,2350.3158864346688
0.0038403000000037523,523.8873811697202,634.9278179588904,696.3964531752885,791.2027453030954,932.9461925275705,2350.3126852681717
0.003841350000003755,523.667060418081,634.8966258229425,696.3800657258835,791.1890038658524,932.9503306663531,2350.3321159642865
0.003842400000003758,523.4432293424054,634.8759905214349,696.3554653712539,791.1703759189003,932.9236271069467,2350.374338922639
0.003843450000003761,523.2174166239602,634.8698205285544,696.3204947681755,791.155418219302,932.8791026909402,2350.438634738679
0.0038445000000037637,522.9901558743173,634.8670520677942,696.2821200717126,791.1389774659244,932.8417340980831,2350.522945607767
0.0038455500000037666,522.7621467804677,634.9075748102351,696.2816264354208,791.1275316072737,932.8887922560737,2350.624244357971
0.0038466000000037695,522.5333590241326,634.9927425461377,696.3110618996475,791.1218830109764,933.0053295674586,2350.7390805016385
0.0038476500000037724,522.3033569232427,635.0493694105882,696.3242540699857,791.1112269911661,933.1503728130081,2350.8635619141214
0.0038487000000037752,522.0770686622236,635.0754739520971,696.3296442098281,791.0832651590001,933.3410531144709,2350.9939571285863
0.003849750000003778,521.8567064107384,635.0921044908828,696.337680183609,791.0458324182855,933.5726282399343,2351.1266316088722
0.003850800000003781,521.6418950811649,635.0651652861617,696.366268151262,790.9875167597646,933.686830021927,2351.2580864111305
0.003851850000003784,521.4349486569104,635.0450610245751,696.4067902397807,790.9177366323042,933.7819373828427,2351.385411710305
0.0038529000000037867,521.2339989704337,635.0413594462042,696.4533943753135,790.8609761214599,933.8850099653546,2351.506307290367
0.0038539500000037896,521.0358795480507,635.0500033330165,696.5076140407908,790.8277402287079,933.9770106784298,2351.6193722267203
0.0038550000000037925,520.8384780397221,635.069262107051,696.569576651923,790.8121416483497,934.0507580539704,2351.724108034045
0.0038560500000037953,520.6437998171654,635.1427431348253,696.5054889565619,790.7953657678775,934.3061783605992,2351.8208538742197
0.003857100000003798,520.4506182841412,635.2170307452002,696.4542528910845,790.7812578306201,934.5057708415818,2351.9107063590172
0.003858150000003801,520.2536221340056,635.2840246996947,696.4140385136808,790.7527534813245,934.6665961790478,2351.995371102121
0.003859200000003804,520.0542591119347,635.3355168097065,696.3719404050831,790.6939447685323,934.808407500993,2352.076537481308
0.003860250000003807,519.8571988641465,635.3618007345744,696.3110073434262,790.6001838668552,934.9127437444442,2352.155154108729
0.0038613000000038097,519.6593965273636,635.338311553885,696.2196433136683,790.4792927662942,934.9365594922218,2352.233093070074
0.0038623500000038126,519.4613258449319,635.3092268616272,696.1140850226184,790.334239059487,934.9768200071061,2352.3109780552236
0.0038634000000038154,519.2650901469497,635.2993949373727,695.993282165642,790.1748737383534,935.0076787690535,2352.3900114582443
0.0038644500000038183,519.0662404945521,635.3182996189564,695.8704299660926,790.0262618086839,935.0324136129866,2352.471013852331
0.003865500000003821,518.860758838312,635.3662502687594,695.7566530084455,789.9353926862634,935.0777900096409,2352.554668218416
0.003866550000003824,518.6457409439993,635.4392878584741,695.6693645884174,789.9026626811842,935.1366254966483,2352.641580633505
0.003867600000003827,518.4210208403597,635.5380940784062,695.589397116902,789.8940553672986,935.1943782035902,2352.732282265764
0.00386865000000383,518.1908120594428,635.6547960765168,695.5246034404769,789.8970955398947,935.2567172945688,2352.8271313717814
0.003869750000003833,517.9487465284134,635.785930993776,695.4791719763467,789.8976422933655,935.3011649747647,2352.9309914030714
0.0038708000000038357,517.7200489451828,635.9067852488763,695.4993109695378,789.8484266155873,935.2220262733912,2353.033893461567
0.0038718500000038385,517.4953901700778,635.9960820681796,695.5382446010161,789.7771787631192,935.1042459314209,2353.139206343244
0.0038729000000038414,517.2747975231174,636.042156698409,695.5851166476147,789.7056014603073,935.0009337016186,2353.2447379455793
0.0038739500000038443,517.0516074966508,636.0584610411087,695.6397417564126,789.6240635483886,934.928963898697,2353.347349847198
0.003875000000003847,516.8208189761482,636.0534411603743,695.6983561563464,789.5291634891117,934.8915836683235,2353.4429165940633
0.00387605000000385,516.5849459916958,636.0869770330385,695.7080712707652,789.508827995627,935.0671839593889,2353.52717964473
0.003877100000003853,516.3506667682292,636.1279323679321,695.7267213573124,789.4866554560684,935.2160070235428,2353.5964232288566
0.0038781500000038558,516.1103629650213,636.1863227507363,695.7190724699547,789.4556264296598,935.3150715211932,2353.6487477927967
0.0038792000000038586,515.8619199056005,636.2558056845334,695.6802973056964,789.4317963455746,935.369737923288,2353.6833750485866
0.0038802500000038615,515.6075784261061,636.3103769553829,695.6282236696777,789.408012766273,935.369777576212,2353.7001943725045
0.0038813000000038644,515.3446976672273,636.301621884188,695.5823802829524,789.3339048677025,935.2614270191245,2353.7000532854527
